Mot,Poids
be,0.40836510705677737
you,0.3372240188585536
le,0.29608922890022693
être,0.23761262192742866
je,0.21158007718627614
un,0.19825165210943937
the,0.19595262265380659
to,0.18396199488951478
de,0.17002908361960217
ne,0.16843363645427079
pa,0.1465928566257591
it,0.1464442124799208
vous,0.13429503096006812
and,0.12689255249731937
que,0.12351337558192804
on,0.11329656795797363
eat,0.11051196762593563
that,0.10463556906046038
tu,0.10242572609233058
il,0.10235635882427269
have,0.10225726272704713
ce,0.09256566441838815
he,0.08401367122782301
we,0.08377584059448169
do,0.08193265318608642
faire,0.07289508911911607
in,0.07048705395653515
aller,0.07007085034818784
son,0.06993211581207207
of,0.06955555064261497
what,0.06870332420647522
ca,0.0669394136758604
avoir,0.06418454217299005
get,0.06013151179646497
not,0.06005223491868453
she,0.05844687814363059
this,0.058357691656127586
en,0.057832482340832166
pouvoir,0.056950527075524754
know,0.05690097902691198
qu,0.05684152136857664
my,0.05551363366575424
no,0.05409655947542885
can,0.05214436636008548
dr,0.05192635494618926
pour,0.051034490071159296
elle,0.05099485163226907
your,0.050618286462811975
don,0.04876518944469415
for,0.048388624275237054
just,0.04784359574049652
with,0.043364452145901566
oh,0.04203656444307917
so,0.041075332299991316
but,0.04007446171801324
vouloir,0.039915907962452354
go,0.03976726381661403
her,0.03889521816102917
tout,0.03763669772626466
savoir,0.03678447129012491
will,0.03650700221789337
okay,0.036229533145661824
bien,0.03585296797620472
want,0.034693543638665766
good,0.034465622615046994
mais,0.033861136421971125
yes,0.03361339617890725
non,0.03351430008168169
as,0.033395384765011034
moi,0.03323683100945015
si,0.032870175449715607
all,0.03223596042747207
qui,0.03176029916078942
they,0.03126481867466167
if,0.03117563218715867
like,0.030957620773262452
avec,0.030808976627424125
there,0.030214400044070812
right,0.03013512316629037
gonna,0.029669371509330276
here,0.028955879609306304
dans,0.02856940483012665
about,0.027727088003709457
need,0.027469438150923023
etre,0.02687486156756971
up,0.026270375374493844
out,0.026141550448100626
du,0.025933448643926965
plus,0.025883900595314188
mon,0.02528932401196088
devoir,0.02398125552858359
uh,0.02398125552858359
now,0.022712825484096526
voir,0.022653367825761193
say,0.02264345821603864
patient,0.022613729386870972
think,0.022484904460477757
at,0.022365989143807094
tell,0.022326350704916873
how,0.02216779694935599
dire,0.021910147096569552
see,0.021593039585447785
one,0.02138493778127413
nous,0.02125611285488091
look,0.020899366904868922
well,0.02076063236875315
au,0.02007686929789684
ou,0.019987682810393845
lui,0.019908405932613404
make,0.01988858671316829
sur,0.019720123347884852
his,0.01944265427565331
quoi,0.019422835056208197
etait,0.0193336485687052
oui,0.01869943354646167
se,0.01859042783951356
ton,0.018471512522842896
est,0.018045399304773023
take,0.017896755158934696
come,0.01757964764781293
choose,0.01731208818530394
mama,0.01731208818530394
juste,0.01708416716168517
penser,0.01708416716168517
surgery,0.016885974967234065
meredith,0.01664814433389274
time,0.016638234724170184
comme,0.016440042529719083
when,0.016222031115822867
or,0.015954471653313877
ok,0.015825646726920658
toi,0.015795917897752993
let,0.015657183361637222
alors,0.015518448825521447
back,0.015419352728295895
grey,0.015260798972735013
dit,0.014973420290780911
could,0.014923872242168136
thing,0.014804956925497473
quand,0.014616674340768925
really,0.014527487853265927
why,0.014507668633820817
besoin,0.01435902448798249
because,0.014160832293531385
didn,0.013893272831022395
bailey,0.013744628685184066
who,0.013348244296281859
mean,0.013130232882385644
sorry,0.012545565908754887
would,0.012545565908754887
burke,0.012367192933748893
etes,0.012307735275413562
izzie,0.012297825665691006
vraiment,0.012297825665691006
george,0.012178910349020345
rien,0.012109543080962458
day,0.012020356593459462
ici,0.01198071815456924
hey,0.011871712447621132
from,0.011851893228176022
then,0.011742887521227915
parce,0.011713158692060249
prendre,0.011713158692060249
try,0.011703249082337695
shepherd,0.011673520253170028
some,0.0115248761073317
autre,0.011455508839273815
pourquoi,0.011336593522603152
tres,0.011336593522603152
maintenant,0.01125731664482271
aimer,0.011178039767042269
quelque,0.011178039767042269
guy,0.011098762889261827
comment,0.011059124450371606
derek,0.010702378500359619
yang,0.010702378500359619
bon,0.010682559280914508
fine,0.010682559280914508
work,0.010603282403134066
should,0.01049427669618596
venir,0.010444728647573183
give,0.010395180598960408
doing,0.010335722940625076
malley,0.010325813330902522
parler,0.01007807308783864
meme,0.009929428942000313
more,0.009909609722555203
thank,0.009909609722555203
call,0.009869971283664982
baby,0.009830332844774761
too,0.009830332844774761
something,0.009820423235052205
wait,0.009582592601710882
people,0.00950331572393044
over,0.009493406114207884
vie,0.009374490797537221
cristina,0.009324942748924446
temp,0.009285304310034225
chief,0.009196117822531227
way,0.009166388993363563
karev,0.009126750554473342
talk,0.009126750554473342
operation,0.009077202505860566
love,0.009057383286415456
essayer,0.008869100701686906
life,0.008809643043351575
stop,0.008740275775293689
alex,0.008730366165571133
never,0.008730366165571133
still,0.008710546946126023
um,0.008700637336403468
little,0.008690727726680912
off,0.008641179678068137
man,0.00863127006834558
cause,0.00861145084890047
sure,0.008601541239177916
croire,0.008542083580842585
even,0.00853217397112003
down,0.008482625922507253
please,0.008423168264171922
passe,0.008333981776668926
any,0.008314162557223816
god,0.008254704898888484
par,0.008205156850275707
merci,0.008175428021108043
die,0.008066422314159934
steven,0.008046603094714824
chef,0.00803669348499227
jamais,0.008026783875269713
personne,0.008006964655824603
today,0.007997055046102049
our,0.007957416607211828
happen,0.007947506997489273
toujours,0.007779043632205834
peu,0.007739405193315613
aussi,0.007719585973870503
year,0.007719585973870503
anything,0.007689857144702837
help,0.0076700379252577265
doesn,0.007590761047477286
etais,0.007551122608587065
femme,0.007422297682193847
where,0.0073529304141359605
falloir,0.007303382365523184
minute,0.007303382365523184
heart,0.007273653536355519
maybe,0.007243924707187853
thought,0.007243924707187853
move,0.007224105487742743
two,0.0072141958780201874
accord,0.007095280561349525
encore,0.006976365244678863
quelqu,0.0069466364155111975
deux,0.006926817196066087
keep,0.006906997976620977
trouver,0.006867359537730756
mr,0.006827721098840535
chance,0.006807901879395424
much,0.0067682634405052036
by,0.006748444221060093
sloan,0.006738534611337538
very,0.006728625001614983
avant,0.006708805782169872
ouais,0.006659257733557096
friend,0.006570071246054099
start,0.006570071246054099
moment,0.006560161636331544
before,0.006550252026608989
wrong,0.006500703977996213
doctor,0.006461065539105992
feel,0.006401607880770661
point,0.006391698271048106
hear,0.006371879051602996
into,0.006371879051602996
fois,0.0063619694418804405
ete,0.00634215022243533
long,0.00634215022243533
donc,0.00632233100299022
mere,0.00632233100299022
peut,0.00632233100299022
talke,0.006282692564099999
parle,0.006262873344654888
bebe,0.006252963734932333
jour,0.006183596466874447
mort,0.006183596466874447
hui,0.006153867637706781
aujourd,0.006143958027984226
other,0.00609440997937145
hand,0.006044861930758674
seul,0.005985404272423342
only,0.005945765833533121
arrive,0.0059061273946429006
hospital,0.00588630817519779
mourir,0.0058565793460301245
nothing,0.005826850516862459
leave,0.005807031297417349
coeur,0.005797121687694794
dieu,0.005797121687694794
than,0.005777302468249684
resident,0.005688115980746687
ask,0.005648477541856466
again,0.005638567932133911
find,0.005608839102966245
desolee,0.005579110273798579
dis,0.005569200664076024
which,0.005569200664076024
doit,0.005549381444630914
everything,0.005519652615463248
home,0.005519652615463248
great,0.005480014176573027
test,0.005430466127960251
won,0.005430466127960251
lot,0.005420556518237696
bad,0.005400737298792585
intern,0.005380918079347475
woman,0.005380918079347475
put,0.00537100846962492
mal,0.005351189250179809
first,0.005291731591844478
trop,0.005232273933509147
euh,0.005212454714064036
apres,0.005202545104341482
homme,0.005192635494618927
sortir,0.005192635494618927
beaucoup,0.005172816275173816
bonne,0.005162906665451261
care,0.005143087446006151
use,0.005143087446006151
kid,0.005073720177948264
suppose,0.005053900958503154
fille,0.005043991348780598
someone,0.005043991348780598
last,0.005024172129335488
san,0.005014262519612933
surgeon,0.005014262519612933
hello,0.004984533690445267
sleep,0.004974624080722712
new,0.004964714471000157
air,0.004925076032109936
place,0.0048656183737746045
live,0.004855708764052049
attend,0.004835889544606939
mother,0.004835889544606939
through,0.0048160703251618284
hopital,0.004806160715439273
heure,0.004796251105716718
interne,0.004796251105716718
travail,0.004796251105716718
passer,0.004776431886271608
change,0.0047268838376588315
job,0.0047268838376588315
meilleur,0.0047268838376588315
mieux,0.0047268838376588315
chirurgie,0.004707064618213721
hour,0.004707064618213721
quel,0.0046674261793235
stay,0.0046674261793235
vrai,0.0046674261793235
after,0.004657516569600945
ami,0.004657516569600945
every,0.004657516569600945
away,0.00464760695987839
plait,0.00464760695987839
night,0.004627787740433279
attendre,0.004617878130710724
laisser,0.004598058911265614
pere,0.004598058911265614
question,0.004598058911265614
being,0.004588149301543059
page,0.004578239691820504
girl,0.004568330082097949
font,0.0045485108626528385
ready,0.0045485108626528385
addison,0.004518782033485173
problem,0.004518782033485173
car,0.004489053204317507
room,0.004489053204317507
wife,0.004479143594594952
meet,0.004469233984872397
sing,0.004469233984872397
depuis,0.004449414765427286
blood,0.004439505155704731
chirurgien,0.004429595545982176
comprendre,0.004429595545982176
petit,0.004429595545982176
appeler,0.004419685936259621
monde,0.004419685936259621
husband,0.004409776326537065
main,0.004389957107091955
big,0.0043701378876468445
demande,0.004360228277924289
around,0.004350318668201734
occuper,0.0043205898390340685
wasn,0.0043205898390340685
dad,0.004310680229311513
desole,0.004310680229311513
three,0.004300770619588958
sir,0.004290861009866403
face,0.004280951400143848
cancer,0.004251222570976182
pendant,0.004251222570976182
save,0.004251222570976182
ever,0.004241312961253627
part,0.004241312961253627
rester,0.0042314033515310715
gen,0.004211584132085961
left,0.004211584132085961
mark,0.004211584132085961
nice,0.004201674522363406
commence,0.004191764912640851
lose,0.004191764912640851
morning,0.004191764912640851
old,0.004191764912640851
isn,0.004181855302918295
hold,0.0041422168640280746
donner,0.004132307254305519
denny,0.004122397644582964
always,0.004112488034860409
marry,0.004102578425137854
actually,0.004082759205692743
donne,0.004043120766802522
kind,0.004033211157079967
richard,0.004033211157079967
laisse,0.004013391937634857
parent,0.0040034823279123015
cas,0.003993572718189746
run,0.003983663108467191
